ID,Item Code,Quantity_Sold_(kilo),Unit Selling Price (RMB/kg),Item Name_x,Category Code,Category Name,Wholesale Price (RMB/kg),Item Name_y,Loss Rate (%),Weekday
32136,102900051010455,13.895,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.51,Huangbaicai (2),15.61,Wednesday
32137,106949711300259,16.0,2.5,Needle Mushroom (Box),1011010801,Edible Mushroom,1.85,Needle Mushroom (Box),0.45,Wednesday
32114,102900011023464,5.0120000000000005,8.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,5.04,Xiaoqingcai (1),10.33,Wednesday
32126,102900011032251,3.0,5.900000000000001,Luosi Pepper (Bag),1011010504,Capsicum,3.62,Luosi Pepper (Bag),9.43,Wednesday
32113,102900011022764,4.135,8.0,Changxianqie,1011010501,Solanum,6.55,Changxianqie,6.9,Wednesday
32111,102900011008164,7.917,7.2,Naibaicai,1011010101,Flower/Leaf Vegetables,4.76,Naibaicai,15.68,Wednesday
32088,102900005115762,11.613,3.2000000000000006,Amaranth,1011010101,Flower/Leaf Vegetables,1.83,Amaranth,18.52,Wednesday
32112,102900011016701,20.959,13.0,Wuhu Green Pepper (1),1011010504,Capsicum,8.91,Wuhu Green Pepper (1),5.7,Wednesday
32089,102900005115779,32.718,6.6,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,4.23,Yunnan Shengcai,15.25,Wednesday
32090,102900005115786,18.354,3.2,Zhuyecai,1011010101,Flower/Leaf Vegetables,1.82,Zhuyecai,13.62,Wednesday
32091,102900005115793,5.251,14.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,11.51,Chinese Cabbage,7.59,Wednesday
32092,102900005115823,2.917,7.0,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.83,Shanghaiqing,14.43,Wednesday
32093,102900005115908,6.093,-10.0,Caixin,1011010101,Flower/Leaf Vegetables,6.96,Caixin,13.7,Wednesday
32094,102900005115946,3.593,6.0,Muercai,1011010101,Flower/Leaf Vegetables,1.95,Muercai,7.61,Wednesday
32096,102900005116226,2.694,16.0,Green Hot Peppers,1011010504,Capsicum,10.73,Green Hot Peppers,6.72,Wednesday
32097,102900005116257,10.416,7.0,Eggplant (2),1010501,Solanum,3.07,Eggplant (2),6.07,Wednesday
32098,102900005116509,2.641,3.6,Green Eggplant (1),1011010501,Solanum,0.96,Green Eggplant (1),5.01,Wednesday
32099,102900005116530,12.131,19.8,Xixia Mushroom (1),1011010801,Edible Mushroom,15.0,Xixia Mushroom (1),13.82,Wednesday
32095,102900005115984,11.943,7.2,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,4.7,Yunnan Lettuces,12.81,Wednesday
32101,102900005116899,39.104,10.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,6.57,Net Lotus Root (1),5.54,Wednesday
32100,102900005116714,43.777,9.2,Broccoli,1011010201,Cabbage,5.68,Broccoli,9.26,Wednesday
32109,102900011001561,45.0,2.0,Lotus (Ea),1011010402,Aquatic Tuberous Vegetables,1.33,Lotus (Ea),12.17,Wednesday
32108,102900011000328,6.615,12.0,Luosi Pepper,1011010504,Capsicum,8.61,Luosi Pepper,10.18,Wednesday
32107,102900005125808,1.515,29.6,Millet Pepper,1011010504,Capsicum,16.32,Millet Pepper,5.86,Wednesday
32106,102900005119975,13.845,4.0,Hongshujian,1010101,Flower/Leaf Vegetables,2.15,Hongshujian,8.42,Wednesday
32110,102900011001691,0.213,16.0,Water Chestnut (Lingjiao),1011010402,Aquatic Tuberous Vegetables,7.14,Water Chestnut (Lingjiao),9.61,Wednesday
32104,102900005118824,1.3090000000000002,18.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,13.31,High Melon (1),29.25,Wednesday
32103,102900005118817,3.664,12.0,Spinach,1011010101,Flower/Leaf Vegetables,8.92,Spinach,18.51,Wednesday
32102,102900005116943,0.789,19.8,Red Hang Pepper,1010504,Capsicum,13.08,Red Hang Pepper,9.99,Wednesday
32105,102900005118831,2.0,5.9,Wawacai,1011010101,Flower/Leaf Vegetables,2.76,Wawacai,2.48,Wednesday
32172,102900011032343,1.527,20.6,7 Colour Pepper (2),1011010504,Capsicum,13.15,7 Colour Pepper (2),9.43,Thursday
32164,102900011031582,13.0,3.0384615384615383,Green Hot Peppers (Bag),1011010504,Capsicum,2.86,Green Hot Peppers (Bag),9.43,Thursday
32165,102900011031995,3.0,3.3666666666666667,Jigu (Bag),1011010801,Edible Mushroom,1.52,Jigu (Bag),9.43,Thursday
32166,102900011032022,16.0,2.225,Xiaozhoupi (Bag),1011010504,Capsicum,1.57,Xiaozhoupi (Bag),9.43,Thursday
32167,102900011032206,2.0,2.3,Green Hang Pepper (Bag),1011010504,Capsicum,1.78,Green Hang Pepper (Bag),9.43,Thursday
32168,102900011032213,11.0,3.027272727272727,Red Hang Pepper (Bag),1011010504,Capsicum,2.18,Red Hang Pepper (Bag),9.43,Thursday
32169,102900011032220,4.0,5.5,Fruit Pepper (Bag),1011010504,Capsicum,3.47,Fruit Pepper (Bag),9.43,Thursday
32170,102900011032237,12.0,3.633333333333333,Green Line Pepper (Bag),1011010504,Capsicum,1.26,Green Line Pepper (Bag),9.43,Thursday
32171,102900011032244,3.0,3.5666666666666664,Red Hot Peppers (Bag),1011010504,Capsicum,2.09,Red Hot Peppers (Bag),9.43,Thursday
32173,102900011033906,20.095,3.2,Powcan Mountain Chinese Cabbage ,1011010101,Flower/Leaf Vegetables,1.16,Powcan Mountain Chinese Cabbage ,9.43,Thursday
32163,102900011031100,30.0,4.7,Millet Pepper (Bag),1010504,Capsicum,2.1,Millet Pepper (Bag),9.43,Thursday
32175,102900011033937,5.893,7.085714285714286,Needle Mushroom (2),1011010801,Edible Mushroom,6.29,Needle Mushroom (2),9.43,Thursday
32176,102900011033944,3.804,9.447058823529412,Apricot Bao Mushroom (2),1011010801,Edible Mushroom,5.8,Apricot Bao Mushroom (2),9.43,Thursday
32177,102900011034262,9.0,3.5,Red Pepper (Bag),1011010504,Capsicum,2.12,Red Pepper (Bag),9.43,Thursday
32178,102900011034330,12.0,4.233333333333333,Agaricus Bisporus (Box),1011010801,Edible Mushroom,1.0,Agaricus Bisporus (Box),0.2,Thursday
32179,102900011034569,2.0,10.8,Honghu Lotus (Lotus Root),1011010402,Aquatic Tuberous Vegetables,8.5,Honghu Lotus (Lotus Root),9.43,Thursday
32180,102900051000944,4.798,-29.6,Honghu Lotus Root,1010402,Aquatic Tuberous Vegetables,19.0,Honghu Lotus Root,24.05,Thursday
32181,102900051004294,0.58,10.0,Green Line Pepper,1011010504,Capsicum,5.78,Green Line Pepper,7.8,Thursday
32182,102900051010455,14.901,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,,Huangbaicai (2),15.61,Thursday
32183,106949711300259,8.0,2.5,Needle Mushroom (Box),1011010801,Edible Mushroom,1.86,Needle Mushroom (Box),0.45,Thursday
32184,106973990980123,1.0,1.5,Hfyg Haixian Mushroom (Bunch),1011010801,Edible Mushroom,1.67,Hfyg Haixian Mushroom (Bunch),0.12,Thursday
32174,102900011033920,8.995,8.0,Huangxincai (2),1011010101,Flower/Leaf Vegetables,3.15,Huangxincai (2),9.43,Thursday
32162,102900011030912,3.0,5.1000000000000005,Haixian Mushroom (Bag),1011010801,Edible Mushroom,2.05,Haixian Mushroom (Bag),9.43,Thursday
32159,102900011016701,20.422,13.0,Wuhu Green Pepper (1),1011010504,Capsicum,8.92,Wuhu Green Pepper (1),5.7,Thursday
32160,102900011022764,1.357,8.0,Changxianqie,1011010501,Solanum,6.55,Changxianqie,6.9,Thursday
32138,102900005115762,8.544,3.2,Amaranth,1011010101,Flower/Leaf Vegetables,1.85,Amaranth,18.52,Thursday
32139,102900005115779,24.229,6.6,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,4.3,Yunnan Shengcai,15.25,Thursday
32140,102900005115786,15.032,3.2,Zhuyecai,1011010101,Flower/Leaf Vegetables,1.82,Zhuyecai,13.62,Thursday
32141,102900005115793,0.637,14.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,12.86,Chinese Cabbage,7.59,Thursday
32142,102900005115823,2.486,7.0,Shanghaiqing,1010101,Flower/Leaf Vegetables,5.73,Shanghaiqing,14.43,Thursday
32143,102900005115908,2.328,10.0,Caixin,1011010101,Flower/Leaf Vegetables,6.97,Caixin,13.7,Thursday
32144,102900005115946,2.031,-6.0,Muercai,1011010101,Flower/Leaf Vegetables,1.94,Muercai,7.61,Thursday
32145,102900005115984,14.123,7.2,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,4.7,Yunnan Lettuces,12.81,Thursday
32146,102900005116226,0.432,16.0,Green Hot Peppers,1011010504,Capsicum,10.69,Green Hot Peppers,6.72,Thursday
32147,102900005116257,8.568999999999999,7.0,Eggplant (2),1011010501,Solanum,3.45,Eggplant (2),6.07,Thursday
32148,102900005116509,8.37,3.6,Green Eggplant (1),1011010501,Solanum,2.43,Green Eggplant (1),5.01,Thursday
32161,102900011023464,6.886,8.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,5.04,Xiaoqingcai (1),10.33,Thursday
32150,102900005116714,38.147,9.2,Broccoli,1011010201,Cabbage,5.94,Broccoli,9.26,Thursday
32151,102900005116899,34.529,10.0,Net Lotus Root (1),1010402,Aquatic Tuberous Vegetables,6.5,Net Lotus Root (1),5.54,Thursday
32152,102900005118817,3.754,12.0,Spinach,1011010101,Flower/Leaf Vegetables,8.91,Spinach,18.51,Thursday
32153,102900005118824,3.509,18.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,14.25,High Melon (1),29.25,Thursday
32154,102900005119975,12.831,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.0,Hongshujian,8.42,Thursday
32155,102900011000328,7.306999999999999,12.0,Luosi Pepper,1011010504,Capsicum,8.85,Luosi Pepper,10.18,Thursday
32156,102900011001561,30.0,2.0,Lotus (Ea),1010402,Aquatic Tuberous Vegetables,1.33,Lotus (Ea),12.17,Thursday
32157,102900011001691,1.084,16.0,Water Chestnut (Lingjiao),1011010402,Aquatic Tuberous Vegetables,7.14,Water Chestnut (Lingjiao),9.61,Thursday
32158,102900011008164,3.784,7.2,Naibaicai,1011010101,Flower/Leaf Vegetables,5.04,Naibaicai,15.68,Thursday
32149,102900005116530,6.789,19.8,Xixia Mushroom (1),1011010801,Edible Mushroom,15.0,Xixia Mushroom (1),13.82,Thursday
32218,102900011032244,1.0,4.9,Red Hot Peppers (Bag),1010504,Capsicum,2.23,Red Hot Peppers (Bag),9.43,Friday
32217,102900011032237,7.0,3.6714285714285713,Green Line Pepper (Bag),1011010504,Capsicum,1.21,Green Line Pepper (Bag),9.43,Friday
32216,102900011032220,8.0,7.5,Fruit Pepper (Bag),1011010504,Capsicum,3.43,Fruit Pepper (Bag),9.43,Friday
32215,102900011032213,2.0,3.9,Red Hang Pepper (Bag),1011010504,Capsicum,2.18,Red Hang Pepper (Bag),9.43,Friday
32211,102900011031100,18.0,4.788888888888889,Millet Pepper (Bag),1011010504,Capsicum,1.9,Millet Pepper (Bag),9.43,Friday
32213,102900011032022,9.0,2.3666666666666667,Xiaozhoupi (Bag),1011010504,Capsicum,1.7,Xiaozhoupi (Bag),9.43,Friday
32212,102900011031995,3.0,3.3666666666666667,Jigu (Bag),1011010801,Edible Mushroom,1.52,Jigu (Bag),9.43,Friday
32219,102900011032343,0.805,20.6,7 Colour Pepper (2),1011010504,Capsicum,14.2,7 Colour Pepper (2),9.43,Friday
32210,102900011030929,1.0,2.5,Fresh Edible Fungus (Bag),1011010801,Edible Mushroom,1.54,Fresh Edible Fungus (Bag),9.43,Friday
32214,102900011032206,4.0,2.3,Green Hang Pepper (Bag),1011010504,Capsicum,1.78,Green Hang Pepper (Bag),9.43,Friday
32220,102900011032848,2.0,3.9,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,1.11,Ginger And Xiaomijiao Mix (Small Bag),9.43,Friday
32225,102900011034262,10.0,3.08,Red Pepper (Bag),1011010504,Capsicum,2.35,Red Pepper (Bag),9.43,Friday
32222,102900011033920,11.027,9.2,Huangxincai (2),1011010101,Flower/Leaf Vegetables,3.15,Huangxincai (2),9.43,Friday
32223,102900011033937,6.322,9.94,Needle Mushroom (2),1011010801,Edible Mushroom,6.86,Needle Mushroom (2),9.43,Friday
32224,102900011033944,2.564,8.799999999999999,Apricot Bao Mushroom (2),1011010801,Edible Mushroom,5.92,Apricot Bao Mushroom (2),9.43,Friday
32226,102900011034330,18.0,4.233333333333333,Agaricus Bisporus (Box),1011010801,Edible Mushroom,1.0,Agaricus Bisporus (Box),0.2,Friday
32227,102900011034569,1.0,10.8,Honghu Lotus (Lotus Root),1011010402,Aquatic Tuberous Vegetables,8.5,Honghu Lotus (Lotus Root),9.43,Friday
32228,102900051000944,5.261,29.6,Honghu Lotus Root,1011010402,Aquatic Tuberous Vegetables,19.0,Honghu Lotus Root,24.05,Friday
32229,102900051004294,0.381,10.0,Green Line Pepper,1011010504,Capsicum,11.49,Green Line Pepper,7.8,Friday
32230,102900051010455,13.441,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.6,Huangbaicai (2),15.61,Friday
32209,102900011023464,5.98,8.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,5.03,Xiaoqingcai (1),10.33,Friday
32232,106973990980123,3.0,2.1666666666666665,Hfyg Haixian Mushroom (Bunch),1011010801,Edible Mushroom,1.67,Hfyg Haixian Mushroom (Bunch),0.12,Friday
32221,102900011033906,9.145,3.2,Powcan Mountain Chinese Cabbage ,1011010101,Flower/Leaf Vegetables,1.35,Powcan Mountain Chinese Cabbage ,9.43,Friday
32231,106949711300259,15.0,2.433333333333333,Needle Mushroom (Box),1011010801,Edible Mushroom,1.89,Needle Mushroom (Box),0.45,Friday
32208,102900011022764,4.587,-8.0,Changxianqie,1011010501,Solanum,,Changxianqie,6.9,Friday
32206,102900011013274,6.0,4.233333333333333,The White Mushroom (Bag),1011010801,Edible Mushroom,3.41,The White Mushroom (Bag),6.57,Friday
32207,102900011016701,27.836,10.0,Wuhu Green Pepper (1),1011010504,Capsicum,9.07,Wuhu Green Pepper (1),5.7,Friday
32185,102900005115762,6.424,3.2,Amaranth,1011010101,Flower/Leaf Vegetables,1.85,Amaranth,18.52,Friday
32186,102900005115779,31.8,6.6,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,4.3,Yunnan Shengcai,15.25,Friday
32187,102900005115786,11.391,3.2,Zhuyecai,1011010101,Flower/Leaf Vegetables,1.84,Zhuyecai,13.62,Friday
32188,102900005115793,2.78,14.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,11.28,Chinese Cabbage,7.59,Friday
32189,102900005115823,2.476,-8.0,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.52,Shanghaiqing,14.43,Friday
32191,102900005115946,1.259,6.0,Muercai,1011010101,Flower/Leaf Vegetables,2.04,Muercai,7.61,Friday
32192,102900005115984,3.451,7.199999999999999,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,4.7,Yunnan Lettuces,12.81,Friday
32193,102900005116226,0.351,16.0,Green Hot Peppers,1011010504,Capsicum,10.69,Green Hot Peppers,6.72,Friday
32194,102900005116257,6.131,7.0,Eggplant (2),1011010501,Solanum,3.83,Eggplant (2),6.07,Friday
32190,102900005115908,3.232,10.0,Caixin,1011010101,Flower/Leaf Vegetables,6.97,Caixin,13.7,Friday
32196,102900005116530,5.792,19.8,Xixia Mushroom (1),1011010801,Edible Mushroom,15.0,Xixia Mushroom (1),13.82,Friday
32195,102900005116509,5.731,-3.6,Green Eggplant (1),1011010501,Solanum,3.22,Green Eggplant (1),5.01,Friday
32204,102900011001691,0.959,16.0,Water Chestnut (Lingjiao),1010402,Aquatic Tuberous Vegetables,6.61,Water Chestnut (Lingjiao),9.61,Friday
32203,102900011001561,5.0,2.0,Lotus (Ea),1011010402,Aquatic Tuberous Vegetables,1.31,Lotus (Ea),12.17,Friday
32202,102900011000328,1.346,12.0,Luosi Pepper,1011010504,Capsicum,8.64,Luosi Pepper,10.18,Friday
32201,102900005119975,9.9,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.0,Hongshujian,8.42,Friday
32205,102900011008164,6.173,7.2,Naibaicai,1011010101,Flower/Leaf Vegetables,4.65,Naibaicai,15.68,Friday
32199,102900005118817,0.97,12.0,Spinach,1011010101,Flower/Leaf Vegetables,8.57,Spinach,18.51,Friday
32198,102900005116899,30.232,10.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,6.49,Net Lotus Root (1),5.54,Friday
32197,102900005116714,33.655,9.2,Broccoli,1011010201,Cabbage,6.0,Broccoli,9.26,Friday
32200,102900005118824,1.978,-18.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,14.34,High Melon (1),29.25,Friday
32266,102900011032343,2.242,15.4,7 Colour Pepper (2),1010504,Capsicum,14.2,7 Colour Pepper (2),9.43,Saturday
32258,102900011031582,4.0,3.9,Green Hot Peppers (Bag),1011010504,Capsicum,2.85,Green Hot Peppers (Bag),9.43,Saturday
32259,102900011031995,6.0,2.5666666666666664,Jigu (Bag),1011010801,Edible Mushroom,2.06,Jigu (Bag),9.43,Saturday
32260,102900011032022,10.0,2.9,Xiaozhoupi (Bag),1011010504,Capsicum,1.46,Xiaozhoupi (Bag),9.43,Saturday
32261,102900011032206,2.0,1.7,Green Hang Pepper (Bag),1011010504,Capsicum,1.78,Green Hang Pepper (Bag),9.43,Saturday
32262,102900011032213,12.0,3.233333333333333,Red Hang Pepper (Bag),1011010504,Capsicum,2.18,Red Hang Pepper (Bag),9.43,Saturday
32263,102900011032220,9.0,5.766666666666668,Fruit Pepper (Bag),1011010504,Capsicum,3.43,Fruit Pepper (Bag),9.43,Saturday
32264,102900011032237,9.0,-3.3666666666666663,Green Line Pepper (Bag),1011010504,Capsicum,1.22,Green Line Pepper (Bag),9.43,Saturday
32265,102900011032244,8.0,4.15,Red Hot Peppers (Bag),1011010504,Capsicum,1.68,Red Hot Peppers (Bag),9.43,Saturday
32267,102900011032367,2.683,13.028571428571428,Red Bell Pepper (2),1011010504,Capsicum,12.22,Red Bell Pepper (2),9.43,Saturday
32257,102900011031100,18.0,4.788888888888889,Millet Pepper (Bag),1011010504,Capsicum,1.96,Millet Pepper (Bag),9.43,Saturday
32269,102900011033906,14.399,3.2,Powcan Mountain Chinese Cabbage ,1011010101,Flower/Leaf Vegetables,1.39,Powcan Mountain Chinese Cabbage ,9.43,Saturday
32270,102900011033920,8.144,9.2,Huangxincai (2),1011010101,Flower/Leaf Vegetables,3.15,Huangxincai (2),9.43,Saturday
32271,102900011033944,8.497,9.13,Apricot Bao Mushroom (2),1011010801,Edible Mushroom,5.88,Apricot Bao Mushroom (2),9.43,Saturday
32272,102900011034262,4.0,3.5,Red Pepper (Bag),1011010504,Capsicum,2.46,Red Pepper (Bag),9.43,Saturday
32273,102900011034330,29.0,4.542857142857144,Agaricus Bisporus (Box),1011010801,Edible Mushroom,2.7,Agaricus Bisporus (Box),0.2,Saturday
32274,102900011034569,5.0,7.359999999999999,Honghu Lotus (Lotus Root),1011010402,Aquatic Tuberous Vegetables,8.5,Honghu Lotus (Lotus Root),9.43,Saturday
32275,102900051000944,9.278,29.600000000000005,Honghu Lotus Root,1011010402,Aquatic Tuberous Vegetables,17.85,Honghu Lotus Root,24.05,Saturday
32276,102900051010455,13.172,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.6,Huangbaicai (2),15.61,Saturday
32277,106949711300259,33.0,2.4393939393939394,Needle Mushroom (Box),1011010801,Edible Mushroom,,Needle Mushroom (Box),0.45,Saturday
32278,106973990980123,2.0,2.0,Hfyg Haixian Mushroom (Bunch),1010801,Edible Mushroom,1.67,Hfyg Haixian Mushroom (Bunch),0.12,Saturday
32268,102900011032848,5.0,3.26,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,1.11,Ginger And Xiaomijiao Mix (Small Bag),9.43,Saturday
32256,102900011030912,9.0,4.300000000000001,Haixian Mushroom (Bag),1011010801,Edible Mushroom,2.6,Haixian Mushroom (Bag),9.43,Saturday
32251,102900011008164,4.817,7.2,Naibaicai,1011010101,Flower/Leaf Vegetables,4.53,Naibaicai,15.68,Saturday
32254,102900011022764,8.63,8.0,Changxianqie,1011010501,Solanum,6.52,Changxianqie,6.9,Saturday
32234,102900005115779,42.274,6.6,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,4.33,Yunnan Shengcai,15.25,Saturday
32235,102900005115786,14.175,3.2,Zhuyecai,1011010101,Flower/Leaf Vegetables,1.88,Zhuyecai,13.62,Saturday
32236,102900005115793,5.432,14.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,11.2,Chinese Cabbage,7.59,Saturday
32237,102900005115823,2.802,-8.0,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.52,Shanghaiqing,14.43,Saturday
32238,102900005115908,1.728,10.0,Caixin,1011010101,Flower/Leaf Vegetables,7.0,Caixin,13.7,Saturday
32239,102900005115946,4.394,6.0,Muercai,1011010101,Flower/Leaf Vegetables,2.05,Muercai,7.61,Saturday
32240,102900005115984,13.184,7.2,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,4.56,Yunnan Lettuces,12.81,Saturday
32241,102900005116226,2.13,16.0,Green Hot Peppers,1011010504,Capsicum,10.69,Green Hot Peppers,6.72,Saturday
32242,102900005116257,8.656,7.0,Eggplant (2),1011010501,Solanum,3.85,Eggplant (2),6.07,Saturday
32243,102900005116509,3.315,-3.6,Green Eggplant (1),1011010501,Solanum,2.4,Green Eggplant (1),5.01,Saturday
32233,102900005115762,13.069,3.2,Amaranth,1011010101,Flower/Leaf Vegetables,1.86,Amaranth,18.52,Saturday
32245,102900005116714,45.47,9.2,Broccoli,1011010201,Cabbage,6.0,Broccoli,9.26,Saturday
32246,102900005116899,50.784,-10.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,6.67,Net Lotus Root (1),5.54,Saturday
32247,102900005118817,5.462,12.0,Spinach,1011010101,Flower/Leaf Vegetables,8.31,Spinach,18.51,Saturday
32248,102900005118824,2.333,18.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,14.3,High Melon (1),29.25,Saturday
32249,102900005119975,9.597,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.0,Hongshujian,8.42,Saturday
32250,102900011000328,7.877000000000001,12.0,Luosi Pepper,1011010504,Capsicum,9.64,Luosi Pepper,10.18,Saturday
32255,102900011023464,10.589,8.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,5.03,Xiaoqingcai (1),10.33,Saturday
32252,102900011013274,6.0,4.9,The White Mushroom (Bag),1011010801,Edible Mushroom,3.38,The White Mushroom (Bag),6.57,Saturday
32253,102900011016701,32.473,10.0,Wuhu Green Pepper (1),1011010504,Capsicum,6.17,Wuhu Green Pepper (1),5.7,Saturday
32244,102900005116530,8.246,19.8,Xixia Mushroom (1),1011010801,Edible Mushroom,15.0,Xixia Mushroom (1),13.82,Saturday
32311,102900011032244,2.0,4.9,Red Hot Peppers (Bag),1011010504,Capsicum,2.86,Red Hot Peppers (Bag),9.43,Sunday
32310,102900011032237,3.0,-3.9,Green Line Pepper (Bag),1011010504,Capsicum,,Green Line Pepper (Bag),9.43,Sunday
32309,102900011032220,6.0,7.900000000000001,Fruit Pepper (Bag),1011010504,Capsicum,3.86,Fruit Pepper (Bag),9.43,Sunday
32304,102900011031100,20.0,4.9,Millet Pepper (Bag),1011010504,Capsicum,2.03,Millet Pepper (Bag),9.43,Sunday
32307,102900011032022,7.0,2.9,Xiaozhoupi (Bag),1010504,Capsicum,1.6,Xiaozhoupi (Bag),9.43,Sunday
32306,102900011031995,3.0,3.9,Jigu (Bag),1011010801,Edible Mushroom,1.97,Jigu (Bag),9.43,Sunday
32305,102900011031582,1.0,3.9,Green Hot Peppers (Bag),1011010504,Capsicum,2.88,Green Hot Peppers (Bag),9.43,Sunday
32312,102900011032343,0.711,15.4,7 Colour Pepper (2),1011010504,Capsicum,10.77,7 Colour Pepper (2),9.43,Sunday
32308,102900011032213,2.0,4.9,Red Hang Pepper (Bag),1011010504,Capsicum,2.98,Red Hang Pepper (Bag),9.43,Sunday
32313,102900011032367,0.763,15.85,Red Bell Pepper (2),1011010504,Capsicum,,Red Bell Pepper (2),9.43,Sunday
32318,102900011033944,4.145,8.68421052631579,Apricot Bao Mushroom (2),1011010801,Edible Mushroom,3.83,Apricot Bao Mushroom (2),9.43,Sunday
32315,102900011033906,28.142,3.0,Powcan Mountain Chinese Cabbage ,1010101,Flower/Leaf Vegetables,1.4,Powcan Mountain Chinese Cabbage ,9.43,Sunday
32316,102900011033920,3.723,9.2,Huangxincai (2),1011010101,Flower/Leaf Vegetables,4.57,Huangxincai (2),9.43,Sunday
32317,102900011033937,10.111,10.23913043478261,Needle Mushroom (2),1011010801,Edible Mushroom,7.36,Needle Mushroom (2),9.43,Sunday
32319,102900011034262,1.0,3.5,Red Pepper (Bag),1011010504,Capsicum,2.35,Red Pepper (Bag),9.43,Sunday
32320,102900011034330,10.0,-4.1,Agaricus Bisporus (Box),1011010801,Edible Mushroom,3.06,Agaricus Bisporus (Box),0.2,Sunday
32321,102900051000944,6.067,29.6,Honghu Lotus Root,1010402,Aquatic Tuberous Vegetables,17.0,Honghu Lotus Root,24.05,Sunday
32322,102900051010455,16.932,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.6,Huangbaicai (2),15.61,Sunday
32323,106949711300259,20.0,2.4,Needle Mushroom (Box),1011010801,Edible Mushroom,2.12,Needle Mushroom (Box),0.45,Sunday
32303,102900011030929,6.0,2.5,Fresh Edible Fungus (Bag),1011010801,Edible Mushroom,1.5,Fresh Edible Fungus (Bag),9.43,Sunday
32314,102900011032848,4.0,3.9,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,1.11,Ginger And Xiaomijiao Mix (Small Bag),9.43,Sunday
32302,102900011023464,6.896,8.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,5.55,Xiaoqingcai (1),10.33,Sunday
32301,102900011022764,1.269,8.0,Changxianqie,1011010501,Solanum,6.34,Changxianqie,6.9,Sunday
32300,102900011013274,5.0,-4.9,The White Mushroom (Bag),1011010801,Edible Mushroom,3.95,The White Mushroom (Bag),6.57,Sunday
32280,102900005115762,19.904,3.2,Amaranth,1011010101,Flower/Leaf Vegetables,1.88,Amaranth,18.52,Sunday
32281,102900005115779,31.225,6.6,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,,Yunnan Shengcai,15.25,Sunday
32282,102900005115786,16.269,3.2,Zhuyecai,1011010101,Flower/Leaf Vegetables,1.87,Zhuyecai,13.62,Sunday
32283,102900005115793,7.572,14.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,11.02,Chinese Cabbage,7.59,Sunday
32284,102900005115823,3.266,8.0,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.18,Shanghaiqing,14.43,Sunday
32285,102900005115908,3.763,10.0,Caixin,1011010101,Flower/Leaf Vegetables,6.98,Caixin,13.7,Sunday
32286,102900005115946,6.864,6.0,Muercai,1011010101,Flower/Leaf Vegetables,1.97,Muercai,7.61,Sunday
32287,102900005115984,15.881,7.2,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,4.8,Yunnan Lettuces,12.81,Sunday
32288,102900005116226,0.044,16.0,Green Hot Peppers,1011010504,Capsicum,9.44,Green Hot Peppers,6.72,Sunday
32289,102900005116257,5.517,7.0,Eggplant (2),1011010501,Solanum,4.56,Eggplant (2),6.07,Sunday
