ID,Item Code,Unit Selling Price (RMB/kg),Item Name_x,Category Code,Category Name,Wholesale Price (RMB/kg),Item Name_y,Loss Rate (%),Weekday
45757,102900011001691,16.0,Water Chestnut (Lingjiao),1011010402,Aquatic Tuberous Vegetables,11.24,Water Chestnut (Lingjiao),9.61,Saturday
45758,102900011007464,16.0,Perilla,1011010101,Flower/Leaf Vegetables,6.13,Perilla,12.88,Saturday
45759,102900011007471,14.72,Mint,1011010101,Flower/Leaf Vegetables,11.18,Mint,13.28,Saturday
45760,102900011007969,9.2,Red Lotus Root Zone,1011010402,Aquatic Tuberous Vegetables,5.77,Red Lotus Root Zone,16.63,Saturday
45761,102900011008164,4.0,Naibaicai,1011010101,Flower/Leaf Vegetables,2.6,Naibaicai,15.68,Saturday
45762,102900011013274,7.8,The White Mushroom (Bag),1011010801,Edible Mushroom,,The White Mushroom (Bag),6.57,Saturday
45753,102900005118824,15.2,High Melon (1),1011010402,Aquatic Tuberous Vegetables,10.19,High Melon (1),29.25,Saturday
45815,102900011032732,13.5,High Melon (2),1011010402,Aquatic Tuberous Vegetables,,High Melon (2),9.43,Sunday
45814,102900011032343,-18.8,7 Colour Pepper (2),1011010504,Capsicum,8.75,7 Colour Pepper (2),9.43,Sunday
45813,102900011032251,4.5,Luosi Pepper (Bag),1011010504,Capsicum,3.1,Luosi Pepper (Bag),9.43,Sunday
45809,102900011030110,4.120833333333334,Spinach (Bag),1011010101,Flower/Leaf Vegetables,2.62,Spinach (Bag),9.43,Sunday
45811,102900011031926,3.8,Chinese Caterpillar Fungus Flowers (Bag),1011010801,Edible Mushroom,2.67,Chinese Caterpillar Fungus Flowers (Bag),9.43,Sunday
45810,102900011031100,6.8,Millet Pepper (Bag),1011010504,Capsicum,3.16,Millet Pepper (Bag),9.43,Sunday
45816,102900011032848,4.5,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,2.29,Ginger And Xiaomijiao Mix (Small Bag),9.43,Sunday
45812,102900011032022,2.7344827586206897,Xiaozhoupi (Bag),1010504,Capsicum,1.82,Xiaozhoupi (Bag),9.43,Sunday
45817,102900011033920,10.0,Huangxincai (2),1011010101,Flower/Leaf Vegetables,7.4,Huangxincai (2),9.43,Sunday
45822,102900011035740,5.8,Crab Flavor Mushroom And White Mushroom Mix (Box),1011010801,Edible Mushroom,3.08,Crab Flavor Mushroom And White Mushroom Mix (Box),0.84,Sunday
45819,102900011034330,5.1173913043478265,Agaricus Bisporus (Box),1011010801,Edible Mushroom,,Agaricus Bisporus (Box),0.2,Sunday
45820,102900011034439,6.8,Green And Red Hang Pepper Mix (Bag),1011010504,Capsicum,2.46,Green And Red Hang Pepper Mix (Bag),9.43,Sunday
45821,102900011035078,18.195652173913047,Red Pepper (2),1011010504,Capsicum,12.34,Red Pepper (2),9.43,Sunday
45823,102900011036686,3.9,Muercai (Bag),1011010101,Flower/Leaf Vegetables,2.3,Muercai (Bag),9.43,Sunday
45824,102900051000463,8.0,Round Eggplant (2),1011010501,Solanum,5.16,Round Eggplant (2),6.71,Sunday
45825,102900051000944,18.93913043478261,Honghu Lotus Root,1010402,Aquatic Tuberous Vegetables,16.0,Honghu Lotus Root,24.05,Sunday
45826,106949711300259,1.822222222222222,Needle Mushroom (Box),1011010801,Edible Mushroom,,Needle Mushroom (Box),0.45,Sunday
45827,106971533450003,2.616,Haixian Mushroom (Bunch),1011010801,Edible Mushroom,2.11,Haixian Mushroom (Bunch),0.0,Sunday
45808,102900011030097,4.003448275862069,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.6,Yunnan Leaf Lettuce (Bag),9.43,Sunday
45818,102900011034026,12.726315789473684,Zhijiang Qinggengsanhua,1011010201,Cabbage,,Zhijiang Qinggengsanhua,9.43,Sunday
45828,106972776821582,6.8,Xianzongye (Bag) (3),1011010101,Flower/Leaf Vegetables,3.23,Xianzongye (Bag) (3),9.43,Sunday
45807,102900011030059,4.466666666666667,Yunnan Lettuce (Bag),1011010101,Flower/Leaf Vegetables,3.33,Yunnan Lettuce (Bag),9.43,Sunday
45805,102900011022764,14.0,Changxianqie,1011010501,Solanum,7.69,Changxianqie,6.9,Sunday
45806,102900011023464,6.0,Xiaoqingcai (1),1010101,Flower/Leaf Vegetables,3.48,Xiaoqingcai (1),10.33,Sunday
45787,102900005115250,22.0,Xixia Black Mushroom (1),1011010801,Edible Mushroom,15.6,Xixia Black Mushroom (1),10.8,Sunday
45788,102900005115762,4.8,Amaranth,1011010101,Flower/Leaf Vegetables,3.49,Amaranth,18.52,Sunday
45789,102900005115786,8.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,5.51,Zhuyecai,13.62,Sunday
45790,102900005115823,6.799999999999999,Shanghaiqing,1011010101,Flower/Leaf Vegetables,3.98,Shanghaiqing,14.43,Sunday
45792,102900005116257,6.0,Eggplant (2),1011010501,Solanum,4.6,Eggplant (2),6.07,Sunday
45793,102900005116509,4.8,Green Eggplant (1),1011010501,Solanum,4.17,Green Eggplant (1),5.01,Sunday
45794,102900005116714,15.2,Broccoli,1011010201,Cabbage,10.36,Broccoli,9.26,Sunday
45795,102900005116899,-4.8,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,2.8,Net Lotus Root (1),5.54,Sunday
45791,102900005115946,6.933333333333334,Muercai,1011010101,Flower/Leaf Vegetables,5.69,Muercai,7.61,Sunday
45797,102900005118831,6.8,Wawacai,1011010101,Flower/Leaf Vegetables,,Wawacai,2.48,Sunday
45796,102900005118824,15.2,High Melon (1),1011010402,Aquatic Tuberous Vegetables,10.18,High Melon (1),29.25,Sunday
45803,102900011013274,7.8,The White Mushroom (Bag),1010801,Edible Mushroom,4.04,The White Mushroom (Bag),6.57,Sunday
45802,102900011008164,4.0,Naibaicai,1011010101,Flower/Leaf Vegetables,2.82,Naibaicai,15.68,Sunday
45801,102900011007969,-9.2,Red Lotus Root Zone,1011010402,Aquatic Tuberous Vegetables,5.74,Red Lotus Root Zone,16.63,Sunday
45804,102900011016701,4.6,Wuhu Green Pepper (1),1011010504,Capsicum,3.0,Wuhu Green Pepper (1),5.7,Sunday
45799,102900011000328,8.0,Luosi Pepper,1011010504,Capsicum,6.39,Luosi Pepper,10.18,Sunday
45798,102900005119975,8.0,Hongshujian,1011010101,Flower/Leaf Vegetables,5.6,Hongshujian,8.42,Sunday
45800,102900011001691,16.0,Water Chestnut (Lingjiao),1011010402,Aquatic Tuberous Vegetables,11.23,Water Chestnut (Lingjiao),9.61,Sunday
45858,102900011032848,4.5,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,,Ginger And Xiaomijiao Mix (Small Bag),9.43,Monday
45851,102900011030097,3.6818181818181817,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.7,Yunnan Leaf Lettuce (Bag),9.43,Monday
45852,102900011030110,4.13,Spinach (Bag),1011010101,Flower/Leaf Vegetables,2.62,Spinach (Bag),9.43,Monday
45853,102900011031100,6.8,Millet Pepper (Bag),1011010504,Capsicum,3.02,Millet Pepper (Bag),9.43,Monday
45854,102900011031926,3.8,Chinese Caterpillar Fungus Flowers (Bag),1010801,Edible Mushroom,2.67,Chinese Caterpillar Fungus Flowers (Bag),9.43,Monday
45855,102900011032022,-2.78,Xiaozhoupi (Bag),1010504,Capsicum,1.1,Xiaozhoupi (Bag),9.43,Monday
45856,102900011032251,4.05,Luosi Pepper (Bag),1011010504,Capsicum,3.09,Luosi Pepper (Bag),9.43,Monday
45857,102900011032343,18.8,7 Colour Pepper (2),1011010504,Capsicum,11.04,7 Colour Pepper (2),9.43,Monday
45859,102900011033920,10.0,Huangxincai (2),1011010101,Flower/Leaf Vegetables,7.4,Huangxincai (2),9.43,Monday
45850,102900011030059,4.5,Yunnan Lettuce (Bag),1010101,Flower/Leaf Vegetables,3.32,Yunnan Lettuce (Bag),9.43,Monday
45861,102900011034330,4.15,Agaricus Bisporus (Box),1011010801,Edible Mushroom,3.45,Agaricus Bisporus (Box),0.2,Monday
45862,102900011034439,6.8,Green And Red Hang Pepper Mix (Bag),1011010504,Capsicum,2.45,Green And Red Hang Pepper Mix (Bag),9.43,Monday
45863,102900011035078,19.27272727272728,Red Pepper (2),1011010504,Capsicum,13.17,Red Pepper (2),9.43,Monday
45864,102900011035740,5.8,Crab Flavor Mushroom And White Mushroom Mix (Box),1011010801,Edible Mushroom,3.09,Crab Flavor Mushroom And White Mushroom Mix (Box),0.84,Monday
45865,102900051000463,8.0,Round Eggplant (2),1011010501,Solanum,5.17,Round Eggplant (2),6.71,Monday
45869,106972776821582,6.8,Xianzongye (Bag) (3),1010101,Flower/Leaf Vegetables,3.27,Xianzongye (Bag) (3),9.43,Monday
45867,106949711300259,1.6923076923076923,Needle Mushroom (Box),1011010801,Edible Mushroom,1.5,Needle Mushroom (Box),0.45,Monday
45868,106971533450003,2.7,Haixian Mushroom (Bunch),1011010801,Edible Mushroom,2.09,Haixian Mushroom (Bunch),0.0,Monday
45860,102900011034026,12.52727272727273,Zhijiang Qinggengsanhua,1011010201,Cabbage,8.51,Zhijiang Qinggengsanhua,9.43,Monday
45849,102900011023464,-6.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,3.6,Xiaoqingcai (1),10.33,Monday
45866,102900051000944,24.0,Honghu Lotus Root,1011010402,Aquatic Tuberous Vegetables,17.98,Honghu Lotus Root,24.05,Monday
45847,102900011016701,4.6,Wuhu Green Pepper (1),1011010504,Capsicum,3.01,Wuhu Green Pepper (1),5.7,Monday
45829,102900005115250,22.0,Xixia Black Mushroom (1),1011010801,Edible Mushroom,15.6,Xixia Black Mushroom (1),10.8,Monday
45830,102900005115762,4.8,Amaranth,1011010101,Flower/Leaf Vegetables,3.44,Amaranth,18.52,Monday
45831,102900005115786,8.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,5.43,Zhuyecai,13.62,Monday
45832,102900005115823,6.8,Shanghaiqing,1011010101,Flower/Leaf Vegetables,3.98,Shanghaiqing,14.43,Monday
45833,102900005115946,7.466666666666666,Muercai,1011010101,Flower/Leaf Vegetables,5.62,Muercai,7.61,Monday
45834,102900005116257,6.0,Eggplant (2),1011010501,Solanum,4.55,Eggplant (2),6.07,Monday
45835,102900005116509,5.2,Green Eggplant (1),1011010501,Solanum,4.17,Green Eggplant (1),5.01,Monday
45836,102900005116639,10.0,Machixian,1011010101,Flower/Leaf Vegetables,,Machixian,11.78,Monday
45837,102900005116714,15.2,Broccoli,1011010201,Cabbage,10.36,Broccoli,9.26,Monday
45848,102900011022764,12.0,Changxianqie,1011010501,Solanum,7.73,Changxianqie,6.9,Monday
45839,102900005118824,15.2,High Melon (1),1010402,Aquatic Tuberous Vegetables,10.2,High Melon (1),29.25,Monday
45840,102900005118831,6.8,Wawacai,1011010101,Flower/Leaf Vegetables,4.8,Wawacai,2.48,Monday
45841,102900005119975,8.0,Hongshujian,1011010101,Flower/Leaf Vegetables,5.6,Hongshujian,8.42,Monday
45842,102900011000328,8.0,Luosi Pepper,1011010504,Capsicum,6.34,Luosi Pepper,10.18,Monday
45843,102900011001691,16.0,Water Chestnut (Lingjiao),1010402,Aquatic Tuberous Vegetables,11.23,Water Chestnut (Lingjiao),9.61,Monday
45844,102900011007969,9.2,Red Lotus Root Zone,1010402,Aquatic Tuberous Vegetables,5.73,Red Lotus Root Zone,16.63,Monday
45845,102900011008164,4.0,Naibaicai,1011010101,Flower/Leaf Vegetables,3.0,Naibaicai,15.68,Monday
45846,102900011013274,7.8,The White Mushroom (Bag),1011010801,Edible Mushroom,3.9,The White Mushroom (Bag),6.57,Monday
45838,102900005116899,4.8,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,2.8,Net Lotus Root (1),5.54,Monday
45896,102900011032251,4.5,Luosi Pepper (Bag),1011010504,Capsicum,3.13,Luosi Pepper (Bag),9.43,Tuesday
45895,102900011032022,2.617647058823529,Xiaozhoupi (Bag),1011010504,Capsicum,1.11,Xiaozhoupi (Bag),9.43,Tuesday
45891,102900011030097,4.06551724137931,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.64,Yunnan Leaf Lettuce (Bag),9.43,Tuesday
45893,102900011031100,5.446153846153846,Millet Pepper (Bag),1011010504,Capsicum,2.76,Millet Pepper (Bag),9.43,Tuesday
45892,102900011030110,-4.32,Spinach (Bag),1011010101,Flower/Leaf Vegetables,2.62,Spinach (Bag),9.43,Tuesday
45897,102900011032343,18.8,7 Colour Pepper (2),1011010504,Capsicum,,7 Colour Pepper (2),9.43,Tuesday
45894,102900011031926,3.8,Chinese Caterpillar Fungus Flowers (Bag),1011010801,Edible Mushroom,2.67,Chinese Caterpillar Fungus Flowers (Bag),9.43,Tuesday
45898,102900011032732,-13.257142857142856,High Melon (2),1011010402,Aquatic Tuberous Vegetables,,High Melon (2),9.43,Tuesday
45903,102900011035740,5.8,Crab Flavor Mushroom And White Mushroom Mix (Box),1011010801,Edible Mushroom,3.09,Crab Flavor Mushroom And White Mushroom Mix (Box),0.84,Tuesday
45900,102900011033920,10.0,Huangxincai (2),1011010101,Flower/Leaf Vegetables,7.76,Huangxincai (2),9.43,Tuesday
45901,102900011034330,5.5,Agaricus Bisporus (Box),1011010801,Edible Mushroom,3.46,Agaricus Bisporus (Box),0.2,Tuesday
45902,102900011035078,18.666666666666668,Red Pepper (2),1011010504,Capsicum,15.69,Red Pepper (2),9.43,Tuesday
45904,102900011036686,2.3,Muercai (Bag),1011010101,Flower/Leaf Vegetables,2.74,Muercai (Bag),9.43,Tuesday
45905,102900051000944,24.0,Honghu Lotus Root,1011010402,Aquatic Tuberous Vegetables,18.0,Honghu Lotus Root,24.05,Tuesday
45906,106949711300259,1.818181818181818,Needle Mushroom (Box),1011010801,Edible Mushroom,1.5,Needle Mushroom (Box),0.45,Tuesday
45907,106971533450003,2.4375,Haixian Mushroom (Bunch),1011010801,Edible Mushroom,2.09,Haixian Mushroom (Bunch),0.0,Tuesday
45890,102900011030059,4.5,Yunnan Lettuce (Bag),1011010101,Flower/Leaf Vegetables,,Yunnan Lettuce (Bag),9.43,Tuesday
45899,102900011032848,4.5,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,1.53,Ginger And Xiaomijiao Mix (Small Bag),9.43,Tuesday
45889,102900011023464,6.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,3.63,Xiaoqingcai (1),10.33,Tuesday
45908,106972776821582,6.8,Xianzongye (Bag) (3),1011010101,Flower/Leaf Vegetables,3.38,Xianzongye (Bag) (3),9.43,Tuesday
45887,102900011016701,4.6,Wuhu Green Pepper (1),1011010504,Capsicum,2.85,Wuhu Green Pepper (1),5.7,Tuesday
45870,102900005115250,22.0,Xixia Black Mushroom (1),1011010801,Edible Mushroom,15.6,Xixia Black Mushroom (1),10.8,Tuesday
45871,102900005115762,4.8,Amaranth,1011010101,Flower/Leaf Vegetables,3.4,Amaranth,18.52,Tuesday
45872,102900005115786,-8.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,5.33,Zhuyecai,13.62,Tuesday
45873,102900005115823,6.8,Shanghaiqing,1011010101,Flower/Leaf Vegetables,3.98,Shanghaiqing,14.43,Tuesday
45874,102900005115908,7.2,Caixin,1011010101,Flower/Leaf Vegetables,4.09,Caixin,13.7,Tuesday
45875,102900005115946,8.0,Muercai,1011010101,Flower/Leaf Vegetables,5.71,Muercai,7.61,Tuesday
45876,102900005116257,6.0,Eggplant (2),1010501,Solanum,4.55,Eggplant (2),6.07,Tuesday
45877,102900005116714,15.2,Broccoli,1011010201,Cabbage,10.36,Broccoli,9.26,Tuesday
45888,102900011022764,12.0,Changxianqie,1011010501,Solanum,7.73,Changxianqie,6.9,Tuesday
45879,102900005118824,15.2,High Melon (1),1011010402,Aquatic Tuberous Vegetables,10.22,High Melon (1),29.25,Tuesday
45880,102900005118831,-6.8,Wawacai,1011010101,Flower/Leaf Vegetables,4.78,Wawacai,2.48,Tuesday
45881,102900005119975,8.0,Hongshujian,1011010101,Flower/Leaf Vegetables,5.6,Hongshujian,8.42,Tuesday
45882,102900011000328,8.0,Luosi Pepper,1011010504,Capsicum,6.24,Luosi Pepper,10.18,Tuesday
45883,102900011001691,14.0,Water Chestnut (Lingjiao),1011010402,Aquatic Tuberous Vegetables,11.21,Water Chestnut (Lingjiao),9.61,Tuesday
45884,102900011007969,9.2,Red Lotus Root Zone,1011010402,Aquatic Tuberous Vegetables,5.74,Red Lotus Root Zone,16.63,Tuesday
45885,102900011008164,4.8,Naibaicai,1011010101,Flower/Leaf Vegetables,3.0,Naibaicai,15.68,Tuesday
45886,102900011013274,3.9,The White Mushroom (Bag),1011010801,Edible Mushroom,3.81,The White Mushroom (Bag),6.57,Tuesday
45878,102900005116899,4.8,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,2.8,Net Lotus Root (1),5.54,Tuesday
45936,102900011032848,4.300000000000001,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,2.46,Ginger And Xiaomijiao Mix (Small Bag),9.43,Wednesday
45935,102900011032343,18.8,7 Colour Pepper (2),1010504,Capsicum,11.36,7 Colour Pepper (2),9.43,Wednesday
45934,102900011032251,4.5,Luosi Pepper (Bag),1011010504,Capsicum,3.14,Luosi Pepper (Bag),9.43,Wednesday
45930,102900011030110,3.7,Spinach (Bag),1011010101,Flower/Leaf Vegetables,2.6,Spinach (Bag),9.43,Wednesday
45932,102900011031926,3.8,Chinese Caterpillar Fungus Flowers (Bag),1010801,Edible Mushroom,2.67,Chinese Caterpillar Fungus Flowers (Bag),9.43,Wednesday
45931,102900011031100,5.4,Millet Pepper (Bag),1011010504,Capsicum,2.63,Millet Pepper (Bag),9.43,Wednesday
45937,102900011033920,10.0,Huangxincai (2),1011010101,Flower/Leaf Vegetables,6.84,Huangxincai (2),9.43,Wednesday
45933,102900011032022,2.9,Xiaozhoupi (Bag),1011010504,Capsicum,1.63,Xiaozhoupi (Bag),9.43,Wednesday
45938,102900011034026,13.0,Zhijiang Qinggengsanhua,1010201,Cabbage,9.49,Zhijiang Qinggengsanhua,9.43,Wednesday
45942,102900011035740,3.5,Crab Flavor Mushroom And White Mushroom Mix (Box),1011010801,Edible Mushroom,3.09,Crab Flavor Mushroom And White Mushroom Mix (Box),0.84,Wednesday
45940,102900011034439,5.8,Green And Red Hang Pepper Mix (Bag),1011010504,Capsicum,2.93,Green And Red Hang Pepper Mix (Bag),9.43,Wednesday
45941,102900011035078,18.0,Red Pepper (2),1011010504,Capsicum,15.24,Red Pepper (2),9.43,Wednesday
45943,102900011036686,2.3,Muercai (Bag),1011010101,Flower/Leaf Vegetables,2.34,Muercai (Bag),9.43,Wednesday
45944,102900051000463,8.0,Round Eggplant (2),1011010501,Solanum,5.4,Round Eggplant (2),6.71,Wednesday
45945,102900051000944,24.0,Honghu Lotus Root,1011010402,Aquatic Tuberous Vegetables,18.0,Honghu Lotus Root,24.05,Wednesday
45946,106949711300259,1.9428571428571428,Needle Mushroom (Box),1011010801,Edible Mushroom,1.49,Needle Mushroom (Box),0.45,Wednesday
45929,102900011030097,3.8473684210526313,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.55,Yunnan Leaf Lettuce (Bag),9.43,Wednesday
45948,106972776821582,6.8,Xianzongye (Bag) (3),1011010101,Flower/Leaf Vegetables,3.38,Xianzongye (Bag) (3),9.43,Wednesday
45939,102900011034330,-4.825,Agaricus Bisporus (Box),1011010801,Edible Mushroom,3.45,Agaricus Bisporus (Box),0.2,Wednesday
45947,106971533450003,2.590909090909091,Haixian Mushroom (Bunch),1011010801,Edible Mushroom,2.1,Haixian Mushroom (Bunch),0.0,Wednesday
45928,102900011030059,4.5,Yunnan Lettuce (Bag),1011010101,Flower/Leaf Vegetables,3.31,Yunnan Lettuce (Bag),9.43,Wednesday
45926,102900011022764,12.0,Changxianqie,1011010501,Solanum,7.73,Changxianqie,6.9,Wednesday
45927,102900011023464,6.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,3.71,Xiaoqingcai (1),10.33,Wednesday
45909,102900005115250,22.0,Xixia Black Mushroom (1),1011010801,Edible Mushroom,15.6,Xixia Black Mushroom (1),10.8,Wednesday
45910,102900005115762,4.8,Amaranth,1011010101,Flower/Leaf Vegetables,3.46,Amaranth,18.52,Wednesday
45911,102900005115786,8.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,3.8,Zhuyecai,13.62,Wednesday
45912,102900005115823,6.8,Shanghaiqing,1011010101,Flower/Leaf Vegetables,,Shanghaiqing,14.43,Wednesday
45914,102900005115946,7.142857142857143,Muercai,1011010101,Flower/Leaf Vegetables,6.04,Muercai,7.61,Wednesday
45915,102900005116257,6.0,Eggplant (2),1011010501,Solanum,4.06,Eggplant (2),6.07,Wednesday
45916,102900005116509,5.2,Green Eggplant (1),1011010501,Solanum,3.24,Green Eggplant (1),5.01,Wednesday
45913,102900005115908,7.2,Caixin,1010101,Flower/Leaf Vegetables,3.0,Caixin,13.7,Wednesday
45918,102900005116899,4.8,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,3.2,Net Lotus Root (1),5.54,Wednesday
45917,102900005116714,15.2,Broccoli,1011010201,Cabbage,10.36,Broccoli,9.26,Wednesday
45924,102900011013274,7.8,The White Mushroom (Bag),1011010801,Edible Mushroom,3.78,The White Mushroom (Bag),6.57,Wednesday
45923,102900011008164,4.8,Naibaicai,1011010101,Flower/Leaf Vegetables,3.0,Naibaicai,15.68,Wednesday
45922,102900011000328,8.0,Luosi Pepper,1011010504,Capsicum,6.44,Luosi Pepper,10.18,Wednesday
45925,102900011016701,4.6,Wuhu Green Pepper (1),1010504,Capsicum,2.88,Wuhu Green Pepper (1),5.7,Wednesday
45920,102900005118831,6.8,Wawacai,1011010101,Flower/Leaf Vegetables,4.76,Wawacai,2.48,Wednesday
45919,102900005118824,15.199999999999998,High Melon (1),1011010402,Aquatic Tuberous Vegetables,10.2,High Melon (1),29.25,Wednesday
45921,102900005119975,8.0,Hongshujian,1011010101,Flower/Leaf Vegetables,5.0,Hongshujian,8.42,Wednesday
45977,102900011033920,-10.0,Huangxincai (2),1011010101,Flower/Leaf Vegetables,6.84,Huangxincai (2),9.43,Thursday
45971,102900011031100,5.512499999999999,Millet Pepper (Bag),1011010504,Capsicum,3.07,Millet Pepper (Bag),9.43,Thursday
45972,102900011031926,3.8,Chinese Caterpillar Fungus Flowers (Bag),1011010801,Edible Mushroom,2.66,Chinese Caterpillar Fungus Flowers (Bag),9.43,Thursday
45973,102900011032022,-2.75,Xiaozhoupi (Bag),1011010504,Capsicum,1.63,Xiaozhoupi (Bag),9.43,Thursday
45974,102900011032343,-17.436363636363637,7 Colour Pepper (2),1010504,Capsicum,12.02,7 Colour Pepper (2),9.43,Thursday
45975,102900011032732,12.16,High Melon (2),1011010402,Aquatic Tuberous Vegetables,12.13,High Melon (2),9.43,Thursday
45976,102900011032848,4.5,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,2.33,Ginger And Xiaomijiao Mix (Small Bag),9.43,Thursday
45978,102900011034026,13.0,Zhijiang Qinggengsanhua,1011010201,Cabbage,9.51,Zhijiang Qinggengsanhua,9.43,Thursday
45970,102900011030110,4.14,Spinach (Bag),1011010101,Flower/Leaf Vegetables,2.74,Spinach (Bag),9.43,Thursday
45980,102900011034439,5.34,Green And Red Hang Pepper Mix (Bag),1011010504,Capsicum,3.09,Green And Red Hang Pepper Mix (Bag),9.43,Thursday
45981,102900011035078,18.0,Red Pepper (2),1011010504,Capsicum,14.74,Red Pepper (2),9.43,Thursday
45982,102900011035740,5.8,Crab Flavor Mushroom And White Mushroom Mix (Box),1011010801,Edible Mushroom,3.09,Crab Flavor Mushroom And White Mushroom Mix (Box),0.84,Thursday
45983,102900011036686,-2.3,Muercai (Bag),1010101,Flower/Leaf Vegetables,2.44,Muercai (Bag),9.43,Thursday
45984,102900051000944,24.0,Honghu Lotus Root,1011010402,Aquatic Tuberous Vegetables,18.0,Honghu Lotus Root,24.05,Thursday
45985,106949711300259,1.7333333333333334,Needle Mushroom (Box),1011010801,Edible Mushroom,1.5,Needle Mushroom (Box),0.45,Thursday
45986,106971533450003,2.4375,Haixian Mushroom (Bunch),1011010801,Edible Mushroom,2.1,Haixian Mushroom (Bunch),0.0,Thursday
45987,106972776821582,6.8,Xianzongye (Bag) (3),1011010101,Flower/Leaf Vegetables,3.38,Xianzongye (Bag) (3),9.43,Thursday
45979,102900011034330,5.01,Agaricus Bisporus (Box),1011010801,Edible Mushroom,3.46,Agaricus Bisporus (Box),0.2,Thursday
45969,102900011030097,4.1625,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.51,Yunnan Leaf Lettuce (Bag),9.43,Thursday
45950,102900005115762,4.0,Amaranth,1011010101,Flower/Leaf Vegetables,3.17,Amaranth,18.52,Thursday
45967,102900011023464,6.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,3.0,Xiaoqingcai (1),10.33,Thursday
45968,102900011030059,4.336363636363636,Yunnan Lettuce (Bag),1011010101,Flower/Leaf Vegetables,3.18,Yunnan Lettuce (Bag),9.43,Thursday
45949,102900005115250,22.0,Xixia Black Mushroom (1),1011010801,Edible Mushroom,15.6,Xixia Black Mushroom (1),10.8,Thursday
45951,102900005115786,5.2,Zhuyecai,1010101,Flower/Leaf Vegetables,3.47,Zhuyecai,13.62,Thursday
45952,102900005115823,6.8,Shanghaiqing,1011010101,Flower/Leaf Vegetables,,Shanghaiqing,14.43,Thursday
45953,102900005115946,6.0,Muercai,1011010101,Flower/Leaf Vegetables,,Muercai,7.61,Thursday
45955,102900005116509,5.2,Green Eggplant (1),1010501,Solanum,3.23,Green Eggplant (1),5.01,Thursday
45956,102900005116714,14.566666666666666,Broccoli,1011010201,Cabbage,10.36,Broccoli,9.26,Thursday
45957,102900005116899,4.8,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,,Net Lotus Root (1),5.54,Thursday
45954,102900005116257,6.0,Eggplant (2),1011010501,Solanum,3.99,Eggplant (2),6.07,Thursday
45959,102900005118831,6.8,Wawacai,1011010101,Flower/Leaf Vegetables,4.76,Wawacai,2.48,Thursday
45966,102900011022764,12.0,Changxianqie,1011010501,Solanum,7.43,Changxianqie,6.9,Thursday
45958,102900005118824,13.3,High Melon (1),1011010402,Aquatic Tuberous Vegetables,,High Melon (1),29.25,Thursday
45964,102900011008164,4.8,Naibaicai,1011010101,Flower/Leaf Vegetables,2.65,Naibaicai,15.68,Thursday
45963,102900011007969,9.2,Red Lotus Root Zone,1011010402,Aquatic Tuberous Vegetables,5.75,Red Lotus Root Zone,16.63,Thursday
45965,102900011016701,4.6,Wuhu Green Pepper (1),1011010504,Capsicum,2.93,Wuhu Green Pepper (1),5.7,Thursday
45961,102900011000328,8.0,Luosi Pepper,1011010504,Capsicum,6.39,Luosi Pepper,10.18,Thursday
45960,102900005119975,-8.0,Hongshujian,1011010101,Flower/Leaf Vegetables,5.0,Hongshujian,8.42,Thursday
45962,102900011001691,14.0,Water Chestnut (Lingjiao),1011010402,Aquatic Tuberous Vegetables,11.21,Water Chestnut (Lingjiao),9.61,Thursday
46018,102900011032848,4.5,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,2.32,Ginger And Xiaomijiao Mix (Small Bag),9.43,Friday
46011,102900011030110,3.5307692307692307,Spinach (Bag),1011010101,Flower/Leaf Vegetables,2.9,Spinach (Bag),9.43,Friday
46012,102900011031100,5.5346153846153845,Millet Pepper (Bag),1011010504,Capsicum,3.21,Millet Pepper (Bag),9.43,Friday
